Motif_Nodes	Motif_edges	Num_occ_input_graph	Mean_analytical	Variance_analytical	Pval_analytical
PP,PP,NP	(0,2,activation)(1,2,activation)(2,1,activation)(2,0,activation)	11	0.04009066193067647	0.052075443376449496	1.765476653758924E-11
NP,UP,NP	(0,2,activation)(0,1,activation)(1,0,activation)(2,1,activation)	1	3.393393122321165	35.654894460191095	0.388720405057121
PP,UP,NP	(0,2,inhibition)(2,1,inhibition)	160	235.33569694454894	73489.44591584103	0.4831035117737785
UP,NP,NP	(0,2,inhibition)(2,1,activation)	19734	7549.163182654467	2836958.38495972	1.2524177583905782E-8
UP,NP,NP	(0,2,inhibition)(2,1,inhibition)	2229	2167.0816461814898	3152337.462072145	0.40341846707212203
UP,NP,NP	(0,2,activation)(1,2,activation)(2,0,activation)	1186	51.952656662508	1438.3733148290253	3.774758283725532E-15
NP,NP,UP	(2,1,inhibition)(2,0,activation)	1723	5682.05054534444	1528825.6904249787	0.9999750967705242
NP,NP,UP	(0,2,activation)(1,2,activation)(2,1,activation)(2,0,activation)	92	0.970800815314475	7.558754082609572	8.069844792402137E-11
NP,NP,UP	(2,1,inhibition)(2,0,inhibition)	14374	15827.958455766817	8.92921378626864E7	0.5008548010622417
PP,PP,UP	(0,2,activation)(2,1,activation)	762	237.48072710548456	11164.23319362734	1.352611398909298E-4
UP,NP,UP	(0,2,inhibition)(0,1,inhibition)(1,2,inhibition)	19	105.42615400634865	13392.775814907778	0.7157206445253201
PP,NP,UP	(0,2,activation)(2,1,activation)	3218	1046.0957917889396	145918.64987823134	1.3451156793631291E-5
UP,UP,NP	(0,2,activation)(0,1,inhibition)(1,2,activation)	10	69.39716912319777	375.5080441767577	0.9999885919251551
NP,NP,UP	(0,2,activation)(1,2,activation)	11548	30667.670535212816	2.4052396710731292E8	0.9139380303712895
UP,NP,PP	(0,2,activation)(0,1,inhibition)(1,2,activation)	2	33.90001208765207	828.4651786032052	0.9008759761067072
PP,UP,NP	(0,2,activation)(2,1,activation)	2394	1389.8411803769188	119748.41861070064	0.00515704741364964
UP,PP,PP	(0,2,activation)(0,1,activation)(1,2,inhibition)	41	2.0798699415517006	15.612493872989042	5.408190349165398E-5
NP,UP,NP	(0,2,activation)(0,1,activation)(1,0,inhibition)(2,1,activation)	2	1.0279002557579806	11.021813685097204	0.11454713559522645
NP,UP,NP	(0,2,activation)(1,2,activation)(2,1,inhibition)(2,0,inhibition)	4	4.932351843504638	67.14748768873876	0.3269143169719685
NP,UP,PP	(0,2,inhibition)(1,2,inhibition)(2,0,activation)	9	9.028165032226816	199.5627210099687	0.31644265155718976
NP,NP,UP	(0,2,activation)(0,1,activation)(1,2,activation)	753	1301.8173715681262	557492.1942469454	0.7476852867127699
PP,UP,NP	(0,2,activation)(1,2,activation)(2,0,inhibition)	38	18.738244559155117	980.8524982525323	0.18173748915297827
NP,UP,PP	(0,2,inhibition)(2,1,inhibition)(2,0,inhibition)	12	2.256301693009116	64.81310062082028	0.0650481311593234
UP,NP,NP	(0,2,activation)(2,1,inhibition)(2,0,inhibition)	4	442.70392086094216	168509.30601530013	0.8969440580226791
NP,NP,PP	(0,2,inhibition)(0,1,inhibition)(1,2,activation)	5	96.07262870072101	4106.986951030012	0.9738511766791053
NP,NP,UP	(0,2,inhibition)(2,1,activation)(2,0,activation)	12	52.264786078807106	1995.0777852504962	0.8090644655686897
NP,UP,UP	(0,1,activation)(1,2,activation)(2,0,inhibition)	4	1.6678511479389735	4.55984425751377	0.10262397292499925
NP,UP,UP	(0,1,activation)(1,2,activation)(2,0,activation)	19	5.506054291520815	21.897316552772004	0.012565347428958429
NP,PP,UP	(0,1,activation)(1,0,inhibition)(2,1,activation)(2,0,inhibition)	2	0.08963539918446743	0.3384829855081026	0.012782216199780039
NP,UP,NP	(0,2,inhibition)(1,2,inhibition)	3418	13002.516487252684	2.3655662531912208E7	0.9933502591757795
UP,NP,PP	(0,2,inhibition)(2,1,inhibition)	1797	325.59245071541557	39664.50382179624	3.2363581525807206E-6
PP,NP,UP	(0,2,inhibition)(2,1,inhibition)	94	186.9108126989443	6331.3948630619925	0.8907561607291964
UP,UP,NP	(0,2,activation)(1,2,activation)(2,0,activation)	1385	94.67128477149399	4576.843841803624	4.063416270128073E-14
UP,UP,PP	(0,2,inhibition)(0,1,inhibition)(1,2,activation)	26	28.589792238170237	510.12838081481857	0.45510210739875345
NP,UP,UP	(0,2,activation)(1,2,inhibition)	4362	2057.1860991695744	472549.58428665716	0.002557429273767897
PP,PP,NP	(0,2,activation)(1,2,inhibition)(2,1,activation)(2,0,activation)	1	0.004572525557539984	0.005122175753698489	2.527685424692505E-4
UP,NP,UP	(0,2,activation)(0,1,activation)(1,2,activation)(1,0,activation)(2,0,activation)	3	0.13910571281706585	0.6203887810523411	0.013200931084372924
UP,UP,PP	(0,2,inhibition)(1,2,inhibition)(2,0,inhibition)	24	1.915938547785944	36.506253434885345	0.01769551076468512
NP,UP,NP	(0,2,inhibition)(1,2,activation)	1628	7154.15713972946	6294072.576749064	0.9978609561363173
NP,UP,UP	(0,2,activation)(1,2,activation)	29395	111768.9818781764	2.952322913256315E9	0.9667118622794758
NP,UP,PP	(0,1,activation)(1,2,activation)(2,0,activation)	54	2.542762473150543	5.916685635603672	1.2212453270876722E-15
UP,PP,NP	(0,2,activation)(1,2,activation)(2,0,inhibition)	4	10.756946334006107	182.8800157658764	0.5472714743739158
UP,PP,NP	(0,2,activation)(1,2,activation)(2,0,activation)	190	11.654996181371832	82.28639272852985	0.0
