Motif_Nodes	Motif_edges	Num_occ_input_graph	Mean_analytical	Variance_analytical	Pval_analytical
PP,UP,NP	(0,2,activation)(2,1,inhibition)(2,0,activation)	7	2.4573094108369786	34.61355783237956	0.12050563250304758
PP,UP,NP	(0,2,activation)(1,2,inhibition)(2,0,inhibition)	40	0.9355100979648009	14.495977370037714	8.16529115869824E-4
PP,UP,UP	(0,2,activation)(2,1,activation)	3812	1238.5396874795401	270501.5501439278	1.2033609578010473E-4
PP,UP,NP	(0,2,inhibition)(2,1,activation)	227	1144.7260100555313	269166.1295170232	0.9886204948941683
NP,PP,PP	(0,2,inhibition)(0,1,activation)(1,2,activation)	24	1.0759818526323235	1.683338793714047	5.541456182811544E-12
NP,UP,NP	(0,2,inhibition)(1,2,inhibition)(2,0,activation)	27	8.25353865337607	246.390721835016	0.10390795522469576
UP,NP,NP	(0,1,activation)(1,0,activation)(2,1,activation)(2,0,activation)	147	3.0316619141476853	32.3137298060421	3.1298186264905326E-11
NP,UP,NP	(0,2,inhibition)(0,1,inhibition)(1,2,inhibition)	7	11.585641453639553	59.45630714091388	0.655260245310655
PP,PP,NP	(0,1,activation)(1,0,activation)(2,1,activation)(2,0,activation)	66	2.0033110826018214	45.67518490910363	7.481283536538985E-4
PP,PP,NP	(0,2,activation)(0,1,activation)(1,0,activation)(2,1,inhibition)	3	0.01944985726544415	0.021697682526996078	4.537212794919476E-6
PP,PP,UP	(0,2,inhibition)(1,2,inhibition)	3990	1170.5300540714868	809254.0338287228	0.009542017208998055
PP,PP,NP	(0,2,activation)(1,2,activation)	2530	3394.6693017459947	826885.8215456121	0.8283726005030705
UP,UP,PP	(0,2,activation)(1,2,inhibition)(2,0,activation)	89	5.107771554102768	73.14960651723513	3.138377530698122E-5
UP,UP,PP	(0,2,activation)(0,1,inhibition)(1,2,inhibition)	1	4.220232267566047	8.319293286128836	0.8299744456730471
NP,UP,NP	(0,2,inhibition)(2,1,inhibition)	208	107.46254665425	4525.583068358081	0.08241780909421259
NP,UP,NP	(0,2,inhibition)(2,1,activation)	117	338.73065979270905	13736.420791023818	0.9881960082773908
UP,NP,NP	(0,2,inhibition)(2,1,inhibition)(2,0,activation)	2	0.3277577577832886	2.3932502439941206	0.04483460055545374
NP,NP,UP	(0,2,activation)(0,1,activation)(1,2,activation)(1,0,activation)(2,0,inhibition)	2	0.005242690285631499	0.0058834487822325586	1.768468150253888E-5
UP,UP,PP	(0,2,activation)(0,1,activation)(1,2,inhibition)	50	20.20374507139588	322.2577559105609	0.06847905617891614
UP,UP,PP	(0,2,activation)(1,2,activation)(2,0,activation)	304	88.02540933109938	20862.075944718777	0.0854242421775917
UP,NP,PP	(0,2,activation)(0,1,activation)(1,2,activation)(1,0,activation)	2	1.7560782546585736	5.79710849215272	0.2686112327769056
UP,UP,PP	(0,2,activation)(0,1,inhibition)(1,2,inhibition)(1,0,inhibition)	1	0.05377785389635109	0.09880793788079151	0.01147139497911187
UP,NP,PP	(0,2,activation)(0,1,inhibition)(1,2,activation)(1,0,activation)	1	0.15802483678194068	0.39207594985093475	0.03915608518785274
UP,NP,PP	(0,1,activation)(1,0,inhibition)(2,1,activation)(2,0,inhibition)	4	0.015080480821802276	0.016624817984476792	1.3156748845943866E-7
PP,NP,PP	(0,1,activation)(1,0,activation)(2,1,activation)(2,0,activation)	24	3.0617570471986686	30.45594962309174	0.01061700005170485
NP,UP,UP	(0,2,activation)(2,1,activation)(2,0,activation)	273	16.357052518084675	258.44719643049206	7.644418431596023E-11
NP,UP,UP	(0,2,activation)(0,1,activation)(1,2,inhibition)	2	4.68107621554548	34.91253988677607	0.5054947762842381
PP,NP,NP	(0,2,activation)(1,2,activation)(2,0,inhibition)	16	2.7284150860310765	39.67323872298571	0.04714078489233131
PP,NP,NP	(0,2,activation)(1,2,activation)(2,0,activation)	519	32.008556131949575	591.4309928945145	7.105427357601002E-15
PP,NP,NP	(0,2,inhibition)(2,1,inhibition)(2,0,inhibition)	12	1.2209866881288245	16.507473010739186	0.03044653352211646
UP,PP,NP	(0,2,activation)(0,1,activation)(1,0,activation)(2,1,activation)	8	0.3335434211660079	0.7418352007511397	2.3432990520311225E-4
PP,NP,NP	(0,2,inhibition)(0,1,inhibition)(1,2,activation)	9	176.118286705484	10095.0637480642	0.9918985995448015
NP,PP,PP	(0,2,inhibition)(0,1,inhibition)(1,2,activation)	192	1.8762299078245603	3.5408595990971805	0.0
NP,NP,UP	(0,2,inhibition)(1,2,inhibition)(2,1,activation)(2,0,activation)	1	0.0024901061555489532	0.0025555019419441715	3.4793120110898634E-5
PP,NP,NP	(0,2,inhibition)(1,2,inhibition)	382	993.5668064240059	225220.33920777636	0.9246065998144714
NP,UP,UP	(0,2,inhibition)(1,2,inhibition)(2,0,activation)	6	4.118224139377821	34.55521819290344	0.23998427893542396
PP,NP,PP	(0,2,activation)(0,1,activation)(1,0,activation)(2,1,activation)	8	0.6651863547014772	1.5419240654418245	0.00109923016745328
UP,NP,PP	(0,2,inhibition)(2,1,inhibition)(2,0,inhibition)	7	81.4780945266009	16556.953858377958	0.525568315133853
PP,UP,PP	(0,2,inhibition)(2,1,activation)	244	706.7040417080563	126594.49326468253	0.9293288943044641
PP,NP,NP	(0,1,inhibition)(1,2,activation)(2,0,activation)	18	5.123304744752869	29.862733465820302	0.02959207533607444
PP,UP,PP	(0,2,inhibition)(1,2,inhibition)	1492	5044.636395183623	4700943.265012406	0.9759711850652664
PP,NP,NP	(0,1,inhibition)(1,2,activation)(2,0,inhibition)	4	0.43671141860615115	1.0634337352877996	0.012333547400624645
UP,NP,NP	(0,2,inhibition)(1,2,inhibition)(2,1,activation)(2,0,activation)	1	0.025549874533816748	0.030648479907970545	0.002325028817183772
UP,NP,NP	(0,2,inhibition)(1,2,activation)(2,1,activation)(2,0,activation)	2	0.034322696957224695	0.0427456169647846	4.5248226175398365E-4
UP,UP,PP	(0,2,inhibition)(2,1,inhibition)	2088	2448.4849462325446	5197067.106395424	0.4645520177668613
UP,UP,PP	(0,2,inhibition)(2,1,activation)	2770	1859.3863621639148	382994.65129994694	0.08054350730959936
UP,PP,UP	(0,2,inhibition)(0,1,activation)(1,2,inhibition)	25	16.920237498453677	355.56875809063683	0.2506665008180007
NP,NP,UP	(0,2,activation)(0,1,inhibition)(1,2,inhibition)	3	0.07338523718524086	0.08258660648039905	4.498972906441523E-5
PP,UP,PP	(0,2,activation)(2,1,activation)	5757	1997.4137732777642	485304.7031523618	2.3732871626935825E-5
PP,UP,PP	(0,2,activation)(2,1,inhibition)	14590	2630.2427805141724	4934324.708977134	4.1168799379343035E-4
UP,NP,NP	(0,2,activation)(1,2,activation)(2,1,activation)(2,0,activation)	32	0.2840638894306801	0.44762953350966667	0.0
NP,PP,UP	(0,2,activation)(0,1,inhibition)(1,2,inhibition)	9	0.18804851286019458	0.3343779244910192	4.5537367474590695E-6
NP,PP,UP	(0,2,activation)(2,1,inhibition)(2,0,activation)	3	1.2305667963982003	19.936143046509507	0.0945632568174728
PP,NP,PP	(0,2,activation)(0,1,activation)(1,2,activation)(1,0,activation)	9	5.5295646610326346	54.99398175993093	0.21846294576275338
PP,PP,NP	(0,2,activation)(2,1,activation)	3904	2704.89664473393	376960.16890545655	0.0338616714605533
UP,UP,PP	(0,2,activation)(2,1,activation)	12000	6961.756596853858	3995162.9157272056	0.01246606593190136
UP,UP,PP	(0,2,activation)(2,1,inhibition)	566	9167.409514015299	5.4870585243011475E7	0.9248815638483192
PP,PP,PP	(0,2,activation)(2,1,activation)(2,0,activation)	2665	68.34037456967432	8034.704653959213	2.3869795029440866E-14
UP,NP,UP	(0,2,activation)(0,1,activation)(1,2,activation)(1,0,activation)	3	2.4984913174218364	11.908948347883495	0.2711280811159634
PP,PP,NP	(0,2,inhibition)(2,1,activation)	825	1534.4596887825376	457297.9940125593	0.8599394219994502
PP,PP,NP	(0,2,inhibition)(2,1,inhibition)	246	130.79762006515182	6770.989081817865	0.09331773968106383
NP,NP,NP	(0,2,inhibition)(2,1,activation)	1578	394.9504975115208	17289.335384184815	6.786259332258737E-10
